ORIGIN_MUNICIPIO,ORIGIN_COMUNA,ORIGIN_TIME,o_lat,o_long,DESTINATION_MUNICIPIO,DESTINATION_COMUNA,DESTINATION_TIME,d_lat,d_long,TRANSPORT_MODE_S1,TRIP_PURPOSE,ORIGIN_CLUSTER,DESTINATION_CLUSTER
Medellin,Aranjuez,06:50:00,6.271926783,-75.5700074,Medellin,Aranjuez,07:00:00,6.264587517,-75.55893751,Moto (Acompa?±ante),Alguien,0,0
Medellin,Aranjuez,07:05:00,6.270932442,-75.56564315,Medellin,La Candelaria,07:30:00,6.263127414,-75.56125956,Moto (Acompa?±ante),Salud,0,207
Medellin,La Candelaria,12:30:00,6.26264987,-75.56541288,Medellin,Aranjuez,13:00:00,6.275323024,-75.5647671,Moto (Acompa?±ante),Casa,0,0
Medellin,Aranjuez,06:50:00,6.265457785,-75.55637521,Medellin,Aranjuez,07:00:00,6.270340502,-75.55979489,Moto (Acompa?±ante),Estudio,0,0
Medellin,Robledo,07:00:00,6.283951554,-75.58069354,Medellin,Laureles-Estadio,07:15:00,6.24580264,-75.60040846,Moto (Conductor),Trabajo,0,0
Medellin,Laureles-Estadio,17:00:00,6.248597322,-75.59225698,Medellin,Robledo,17:45:00,6.271762904,-75.58733182,Moto (Conductor),Casa,0,0
Medellin,Robledo,06:30:00,6.275167019,-75.59954498,Medellin,Guayabal,06:55:00,6.222496993,-75.57774591,Moto (Acompa?±ante),Trabajo,0,0
Medellin,Robledo,06:15:00,6.283004655,-75.58425401,Medellin,Guayabal,06:50:00,6.219846565,-75.58275989,Moto (Acompa?±ante),Trabajo,0,0
Medellin,Robledo,05:15:00,6.279123944,-75.61887946,Medellin,Guayabal,05:45:00,6.204230911,-75.57985121,Moto (Conductor),Trabajo,0,3
Medellin,Guayabal,17:15:00,6.216714311,-75.58500781,Medellin,Robledo,18:00:00,6.287883426,-75.60216229,Moto (Conductor),Casa,0,0
Medellin,Doce de Octubre,07:00:00,6.302271206,-75.58402227,Medellin,Guayabal,07:30:00,6.20970517,-75.58840657,Moto (Conductor),Trabajo,0,0
Medellin,Guayabal,17:00:00,6.220394282,-75.58807492,Medellin,Doce de Octubre,18:00:00,6.290763511,-75.57898265,Moto (Conductor),Casa,0,0
Medellin,Guayabal,21:00:00,6.221685907,-75.59057878,Medellin,Doce de Octubre,21:30:00,6.288862666,-75.57711153,Moto (Conductor),Casa,0,0
Medellin,Popular,07:00:00,6.30197886,-75.54121613,Medellin,El Poblado,07:45:00,6.192763404,-75.56132742,Moto (Conductor),Trabajo,0,1
Medellin,El Poblado,17:00:00,6.212111672,-75.57321843,Medellin,Popular,17:50:00,6.293016419,-75.546464,Moto (Conductor),Casa,0,0
Medellin,Popular,06:20:00,6.302472673,-75.54047925,Medellin,Laureles-Estadio,07:00:00,6.245566001,-75.596434,Moto (Conductor),Alguien,0,0
Medellin,Laureles-Estadio,07:01:00,6.258670635,-75.57810621,Medellin,Belen,07:50:00,6.238318901,-75.57922763,Moto (Conductor),Trabajo,0,0
Medellin,Belen,14:30:00,6.231606639,-75.61335337,Medellin,Popular,15:35:00,6.286284127,-75.53991477,Moto (Conductor),Casa,0,0
Medellin,Popular,06:20:00,6.295736648,-75.54703534,Medellin,Laureles-Estadio,07:00:00,6.27047158,-75.59436913,Moto (Acompa?±ante),Estudio,0,0
Medellin,Laureles-Estadio,12:00:00,6.259814995,-75.58943402,Medellin,Popular,12:25:00,6.290549824,-75.53818392,Moto (Acompa?±ante),Casa,0,0
Medellin,Guayabal,17:00:00,6.210517877,-75.58824878,Medellin,Popular,18:00:00,6.298775894,-75.54584552,Moto (Acompa?±ante),Casa,0,0
Medellin,Popular,05:00:00,6.289175465,-75.54695296,Medellin,La Candelaria,06:00:00,6.262491899,-75.5687858,Moto (Acompa?±ante),Trabajo,0,0
Medellin,La Candelaria,17:30:00,6.231242781,-75.57264132,Medellin,Popular,18:00:00,6.294008939,-75.54681858,Moto (Acompa?±ante),Casa,103,0
Medellin,Popular,05:00:00,6.295798199,-75.538612,Medellin,El Poblado,06:00:00,6.224938942,-75.56706686,Moto (Acompa?±ante),Trabajo,0,0
Medellin,El Poblado,17:30:00,6.229014569,-75.5747593,Medellin,Popular,18:00:00,6.288479219,-75.54184238,Moto (Acompa?±ante),Casa,0,0
Medellin,Manrique,06:30:00,6.268404081,-75.54825804,Medellin,El Poblado,06:50:00,6.198408939,-75.55839981,Moto (Conductor),Trabajo,0,1
Medellin,El Poblado,15:00:00,6.190079082,-75.56390156,Medellin,Manrique,15:30:00,6.272163337,-75.55132736,Moto (Conductor),Casa,1,0
Medellin,Manrique,06:30:00,6.262627965,-75.54496329,Medellin,El Poblado,07:00:00,6.218576491,-75.5764052,Moto (Conductor),Trabajo,0,0
Medellin,El Poblado,15:30:00,6.189292768,-75.58065407,Medellin,Manrique,16:30:00,6.26778613,-75.54756318,Moto (Conductor),Casa,-1,0
Medellin,Manrique,05:40:00,6.276298439,-75.54565049,Medellin,La Candelaria,06:00:00,6.249395751,-75.55490431,Moto (Conductor),Trabajo,0,0
Medellin,La Candelaria,15:00:00,6.257208265,-75.56895085,Medellin,Manrique,15:40:00,6.283049846,-75.55095541,Moto (Conductor),Casa,116,0
Medellin,Manrique,05:00:00,6.262664442,-75.54185083,Medellin,Robledo,05:50:00,6.27753882,-75.60503024,Moto (Conductor),Trabajo,0,0
Medellin,Robledo,09:00:00,6.27049936,-75.58831108,Medellin,Castilla,09:40:00,6.282440979,-75.56892277,Moto (Conductor),Trabajo,0,0
Medellin,Castilla,11:30:00,6.271958054,-75.57644989,Medellin,Guayabal,12:10:00,6.227512909,-75.577522,Moto (Conductor),Trabajo,0,0
Medellin,Guayabal,15:00:00,6.216679237,-75.58183487,Medellin,Manrique,15:30:00,6.267988101,-75.54157447,Moto (Conductor),Casa,0,-1
Medellin,Robledo,14:50:00,6.298133769,-75.58901165,Medellin,Robledo,15:00:00,6.290320716,-75.59413904,Moto (Conductor),Casa,-1,0
Medellin,Doce de Octubre,18:00:00,6.301889768,-75.57734742,Medellin,Robledo,18:15:00,6.272304897,-75.61164703,Moto (Acompa?±ante),Casa,0,0
Medellin,El Poblado,14:30:00,6.180575061,-75.56995986,Medellin,Robledo,15:00:00,6.281059525,-75.6000837,Moto (Acompa?±ante),Estudio,8,0
Medellin,Robledo,21:30:00,6.278100474,-75.60805586,Medellin,Popular,22:30:00,6.291265227,-75.54734618,Moto (Acompa?±ante),Casa,-1,0
Medellin,Manrique,07:50:00,6.281438926,-75.53920564,Medellin,Manrique,08:00:00,6.269025921,-75.550011,Moto (Acompa?±ante),Estudio,0,0
Medellin,Manrique,16:00:00,6.265876346,-75.54446469,Medellin,Manrique,16:10:00,6.282623955,-75.54881685,Moto (Acompa?±ante),Casa,0,0
Medellin,Popular,05:00:00,6.297959772,-75.5411201,Medellin,El Poblado,05:30:00,6.215383242,-75.57310068,Moto (Conductor),Trabajo,0,0
Medellin,El Poblado,10:00:00,6.2146629,-75.55646262,Medellin,Popular,11:00:00,6.287619421,-75.55122037,Moto (Conductor),Casa,1,0
Medellin,Manrique,06:30:00,6.275960271,-75.53988456,Medellin,Manrique,06:45:00,6.267881482,-75.53796166,Moto (Conductor),Trabajo,0,-1
Medellin,Manrique,16:00:00,6.262306868,-75.54993438,Medellin,Manrique,16:20:00,6.284792431,-75.54403737,Moto (Conductor),Casa,0,0
Medellin,Robledo,08:00:00,6.286705304,-75.58596943,Medellin,La Candelaria,08:30:00,6.247894142,-75.56368106,Moto (Conductor),Compras,0,0
Medellin,La Candelaria,10:30:00,6.250176077,-75.56047658,Medellin,Robledo,11:00:00,6.261773129,-75.58057905,Moto (Conductor),Casa,102,0
Medellin,Robledo,11:30:00,6.277963132,-75.59477798,Medellin,La Candelaria,12:30:00,6.259602917,-75.56344481,Moto (Conductor),Trabajo,0,207
Medellin,La Candelaria,18:00:00,6.246364912,-75.55941652,Medellin,Robledo,19:00:00,6.284922453,-75.6002375,Moto (Conductor),Casa,0,0
Medellin,Robledo,07:15:00,6.281569339,-75.60754548,Medellin,La Candelaria,07:50:00,6.252487113,-75.55725962,Moto (Acompa?±ante),Trabajo,-1,0
Medellin,La Candelaria,18:30:00,6.261440093,-75.57085189,Medellin,Robledo,19:15:00,6.263632863,-75.57413554,Moto (Acompa?±ante),Casa,109,0
Medellin,Popular,12:30:00,6.288790526,-75.5370198,Medellin,El Poblado,14:00:00,6.201706189,-75.55531573,Moto (Conductor),Trabajo,0,1
Medellin,El Poblado,22:00:00,6.193353938,-75.55473645,Medellin,Popular,23:00:00,6.292070529,-75.54094597,Moto (Conductor),Casa,1,0
Medellin,Manrique,07:00:00,6.26861861,-75.53903053,Medellin,La Candelaria,07:50:00,6.258609501,-75.5599668,Moto (Conductor),Trabajo,0,0
Medellin,La Candelaria,18:00:00,6.258946504,-75.56648739,Medellin,Manrique,18:30:00,6.264939735,-75.54803592,Moto (Conductor),Casa,106,0
Medellin,Popular,06:15:00,6.29721627,-75.55005229,Medellin,Laureles-Estadio,06:50:00,6.255308056,-75.59149204,Moto (Conductor),Trabajo,0,0
Medellin,Laureles-Estadio,17:00:00,6.250220495,-75.58411348,Medellin,Popular,17:40:00,6.289058192,-75.54761454,Moto (Conductor),Casa,0,0
Medellin,Popular,06:00:00,6.297907781,-75.53878066,Medellin,Manrique,06:05:00,6.261601996,-75.5398905,Moto (Conductor),Alguien,0,-1
Medellin,Manrique,06:10:00,6.27129274,-75.54088906,Medellin,Popular,06:15:00,6.302119734,-75.54748822,Moto (Conductor),Casa,0,0
Medellin,Popular,07:30:00,6.288616904,-75.5546798,Medellin,La Candelaria,07:50:00,6.258526227,-75.5687091,Moto (Conductor),Trabajo,0,206
Medellin,La Candelaria,18:30:00,6.235580547,-75.56870731,Medellin,La Candelaria,18:40:00,6.263508844,-75.56661461,Moto (Conductor),Alguien,0,208
Medellin,La Candelaria,18:41:00,6.226299286,-75.56518885,Medellin,Popular,19:00:00,6.298466863,-75.53770773,Moto (Conductor),Casa,117,0
Medellin,La Candelaria,18:15:00,6.254077396,-75.56911818,Medellin,Popular,19:00:00,6.296062942,-75.54930049,Moto (Acompa?±ante),Casa,0,0
Medellin,Popular,06:00:00,6.285322481,-75.54999514,Medellin,Manrique,06:05:00,6.276222704,-75.54546814,Moto (Acompa?±ante),Estudio,0,0
Medellin,Popular,07:30:00,6.302325861,-75.54098504,Medellin,Laureles-Estadio,08:00:00,6.247365344,-75.5842856,Moto (Conductor),Trabajo,0,0
Medellin,Laureles-Estadio,17:00:00,6.250613418,-75.58863561,Medellin,Popular,17:50:00,6.295403148,-75.5448257,Moto (Conductor),Casa,0,0
Medellin,Popular,07:20:00,6.297324551,-75.54249884,Medellin,La Candelaria,07:55:00,6.252016566,-75.56367736,Moto (Conductor),Trabajo,0,209
Medellin,La Candelaria,16:00:00,6.254554795,-75.57256377,Medellin,Popular,16:30:00,6.287635732,-75.54893459,Moto (Conductor),Casa,0,0
Medellin,Popular,07:00:00,6.286305704,-75.55069898,Medellin,Guayabal,07:30:00,6.218905091,-75.58391023,Moto (Conductor),Alguien,0,0
Medellin,Guayabal,07:35:00,6.206682607,-75.5877283,Medellin,El Poblado,07:50:00,6.182665276,-75.55891511,Moto (Conductor),Estudio,0,1
Medellin,El Poblado,12:00:00,6.211426435,-75.567356,Medellin,La Candelaria,12:20:00,6.255156588,-75.56473683,Moto (Conductor),Trabajo,0,210
Medellin,La Candelaria,22:00:00,6.250101261,-75.56956555,Medellin,Popular,22:30:00,6.293355673,-75.53868917,Moto (Conductor),Casa,0,0
Medellin,Popular,07:00:00,6.287844061,-75.54923684,Medellin,Guayabal,07:30:00,6.227101917,-75.57947221,Moto (Acompa?±ante),Trabajo,0,0
Medellin,Robledo,06:00:00,6.279059896,-75.58740657,Medellin,El Poblado,07:00:00,6.185196247,-75.55422324,Moto (Conductor),Trabajo,0,1
Medellin,El Poblado,18:00:00,6.194854843,-75.58149063,Medellin,Robledo,19:30:00,6.270844753,-75.61932135,Moto (Conductor),Casa,0,0
Medellin,Robledo,19:45:00,6.27586747,-75.58037824,Medellin,La Candelaria,19:50:00,6.256137474,-75.56174386,Moto (Conductor),Otro,0,0
Medellin,La Candelaria,22:00:00,6.260370581,-75.56695646,Medellin,Robledo,22:15:00,6.262977111,-75.58470863,Moto (Conductor),Casa,106,0
Medellin,Manrique,14:00:00,6.277179456,-75.55089831,Medellin,Guayabal,14:15:00,6.227973512,-75.57830111,Moto (Acompa?±ante),Salud,0,0
Medellin,Guayabal,15:00:00,6.21927994,-75.58537361,Medellin,La Candelaria,15:15:00,6.248999933,-75.57320522,Moto (Acompa?±ante),Compras,0,202
Medellin,La Candelaria,15:00:00,6.244230626,-75.57137396,Medellin,Manrique,15:25:00,6.265924771,-75.55493487,Moto (Acompa?±ante),Alguien,0,0
Medellin,Popular,06:00:00,6.291813403,-75.54221801,Medellin,El Poblado,07:00:00,6.204390746,-75.57791524,Moto (Conductor),Trabajo,0,0
Medellin,El Poblado,17:00:00,6.202437567,-75.56736779,Medellin,Popular,18:30:00,6.294689071,-75.5406455,Moto (Conductor),Casa,1,0
Medellin,Robledo,21:30:00,6.278963103,-75.62221031,Medellin,El Poblado,22:00:00,6.219064892,-75.57129413,Moto (Conductor),Trabajo,0,0
Medellin,El Poblado,23:00:00,6.188351149,-75.55807831,Medellin,Robledo,23:50:00,6.293042594,-75.59156702,Moto (Conductor),Casa,1,0
Medellin,Popular,05:20:00,6.286611268,-75.54828603,Medellin,La Candelaria,06:00:00,6.261993326,-75.56194564,Moto (Conductor),Trabajo,0,207
Medellin,La Candelaria,14:00:00,6.225480476,-75.56655238,Medellin,Popular,14:40:00,6.293165455,-75.54592801,Moto (Conductor),Casa,117,0
Medellin,Popular,06:30:00,6.293233316,-75.54603544,Medellin,El Poblado,08:00:00,6.180296546,-75.56739964,Moto (Conductor),Trabajo,0,-1
Medellin,El Poblado,17:30:00,6.204054675,-75.57698443,Medellin,Popular,18:00:00,6.292586709,-75.53743076,Moto (Conductor),Casa,0,0
Medellin,Popular,07:00:00,6.293891216,-75.55000808,Medellin,La Candelaria,08:00:00,6.252088952,-75.5647153,Moto (Acompa?±ante),Trabajo,0,209
Medellin,La Candelaria,17:30:00,6.249314443,-75.5573175,Medellin,Popular,19:00:00,6.29945906,-75.53886673,Moto (Acompa?±ante),Casa,110,0
Medellin,Popular,06:30:00,6.294472015,-75.54635314,Medellin,La Candelaria,07:00:00,6.255370448,-75.56719188,Moto (Acompa?±ante),Estudio,0,0
Medellin,Guayabal,18:00:00,6.211360066,-75.57859794,Medellin,El Poblado,18:50:00,6.177034553,-75.56088711,Moto (Conductor),Estudio,0,-1
Medellin,El Poblado,22:00:00,6.213962798,-75.55715813,Medellin,Robledo,22:20:00,6.268902157,-75.59050367,Moto (Conductor),Casa,1,0
Medellin,Popular,06:00:00,6.301303578,-75.54573493,Medellin,El Poblado,07:00:00,6.191338344,-75.55724025,Moto (Conductor),Trabajo,0,1
Medellin,El Poblado,12:30:00,6.191060421,-75.5596548,Medellin,Popular,13:15:00,6.288411965,-75.539145,Moto (Conductor),Almuerzo,1,0
Medellin,Popular,14:25:00,6.289199131,-75.53891541,Medellin,El Poblado,15:15:00,6.19058415,-75.55666105,Moto (Conductor),Trabajo,0,1
Medellin,El Poblado,16:00:00,6.214435669,-75.57111504,Medellin,Popular,17:00:00,6.301303035,-75.53981504,Moto (Conductor),Casa,0,0
Medellin,Popular,05:00:00,6.298353231,-75.53949207,Medellin,Guayabal,05:30:00,6.204791276,-75.58285964,Moto (Conductor),Trabajo,0,-1
Medellin,Guayabal,13:00:00,6.208927645,-75.5940001,Medellin,Popular,14:00:00,6.288151078,-75.55518156,Moto (Conductor),Casa,0,225
Medellin,Popular,06:20:00,6.300956361,-75.54437928,Medellin,Popular,06:30:00,6.29325777,-75.54407452,Moto (Conductor),Alguien,0,0
Medellin,Popular,06:31:00,6.287939923,-75.55393464,Medellin,Popular,06:40:00,6.296698468,-75.54128973,Moto (Conductor),Casa,0,0
Medellin,Popular,06:50:00,6.297750311,-75.53632326,Medellin,Popular,07:00:00,6.289945146,-75.53815667,Moto (Conductor),Alguien,0,0
Medellin,Popular,07:05:00,6.292020527,-75.54387286,Medellin,Popular,07:12:00,6.297172697,-75.54637064,Moto (Conductor),Casa,0,0
Medellin,Popular,06:20:00,6.291172423,-75.53867888,Medellin,Popular,06:30:00,6.299551367,-75.54875565,Moto (Acompa?±ante),Estudio,0,0
Medellin,Popular,06:50:00,6.290713301,-75.54596449,Medellin,Popular,07:00:00,6.28695414,-75.54189045,Moto (Acompa?±ante),Estudio,0,0
Medellin,Popular,05:00:00,6.2920441,-75.54421625,Medellin,Guayabal,05:30:00,6.21459334,-75.583876,Moto (Conductor),Trabajo,0,0
Medellin,Guayabal,13:00:00,6.223535818,-75.58836898,Medellin,Popular,14:00:00,6.290701843,-75.54968574,Moto (Conductor),Casa,0,0
Medellin,Popular,06:20:00,6.288588548,-75.55434467,Medellin,Popular,06:30:00,6.303292444,-75.5428172,Moto (Conductor),Alguien,0,0
Medellin,Popular,06:31:00,6.289728406,-75.55306051,Medellin,Popular,06:40:00,6.292415018,-75.54700991,Moto (Conductor),Casa,0,0
Medellin,Popular,06:50:00,6.291112657,-75.54704366,Medellin,Popular,07:00:00,6.299793861,-75.54171116,Moto (Conductor),Alguien,0,0
Medellin,Popular,07:05:00,6.295378493,-75.53717207,Medellin,Popular,07:12:00,6.29281555,-75.54354851,Moto (Conductor),Casa,0,0
Medellin,Popular,06:20:00,6.297522551,-75.54416014,Medellin,Popular,06:30:00,6.302667579,-75.54486937,Moto (Acompa?±ante),Estudio,0,0
Medellin,Popular,06:50:00,6.294895671,-75.54783184,Medellin,Popular,07:00:00,6.286819613,-75.54069651,Moto (Acompa?±ante),Estudio,0,0
Medellin,Manrique,08:00:00,6.265288171,-75.55057443,Medellin,La Candelaria,08:40:00,6.262658744,-75.56323587,Moto (Conductor),Diligencia,0,207
Medellin,La Candelaria,10:00:00,6.251217488,-75.57750434,Medellin,Manrique,10:40:00,6.275530697,-75.55175094,Moto (Conductor),Casa,115,0
Medellin,Popular,09:30:00,6.293851788,-75.54268544,Medellin,Villa Hermosa,10:00:00,6.238163729,-75.52504287,Moto (Conductor),Estudio,0,5
Medellin,Villa Hermosa,18:00:00,6.256182656,-75.54749194,Medellin,Popular,18:40:00,6.286462175,-75.54840808,Moto (Conductor),Casa,-1,0
Medellin,Popular,04:55:00,6.293295421,-75.54415119,Medellin,Guayabal,05:45:00,6.228251344,-75.58225784,Moto (Conductor),Trabajo,0,0
Medellin,Manrique,13:15:00,6.269871354,-75.5482607,Medellin,El Poblado,14:00:00,6.188472047,-75.56443536,Moto (Conductor),Trabajo,0,1
Medellin,El Poblado,21:00:00,6.21241831,-75.56346789,Medellin,Manrique,22:00:00,6.268398498,-75.53903922,Moto (Conductor),Casa,-1,-1
Medellin,Manrique,05:30:00,6.277573264,-75.5504332,Medellin,Manrique,05:45:00,6.271711885,-75.55388973,Moto (Conductor),Trabajo,0,0
Medellin,Manrique,16:45:00,6.26449935,-75.55081899,Medellin,Manrique,17:00:00,6.273453363,-75.54657553,Moto (Conductor),Casa,0,0
Medellin,Popular,06:20:00,6.291891143,-75.5397696,Medellin,El Poblado,06:50:00,6.221261999,-75.56809298,Moto (Conductor),Trabajo,0,0
Medellin,El Poblado,17:00:00,6.182945695,-75.57614298,Medellin,El Poblado,17:35:00,6.182101506,-75.55994262,Moto (Conductor),Estudio,-1,1
Medellin,El Poblado,21:30:00,6.177699843,-75.56434765,Medellin,Popular,21:45:00,6.29258915,-75.53869007,Moto (Conductor),Casa,-1,0
Medellin,Popular,07:00:00,6.302925985,-75.54178399,Medellin,Corregimiento San Cristobal,07:30:00,6.303332263,-75.64404287,Moto (Conductor),Trabajo,0,-1
Medellin,Corregimiento San Cristobal,17:00:00,6.277662276,-75.64987626,Medellin,Popular,17:30:00,6.286062519,-75.53740548,Moto (Conductor),Casa,-1,0
Medellin,Manrique,07:00:00,6.283731335,-75.54151568,Medellin,La Candelaria,07:30:00,6.255281439,-75.57128102,Moto (Conductor),Trabajo,0,200
Medellin,La Candelaria,18:00:00,6.239977992,-75.57065216,Medellin,Manrique,18:30:00,6.270763227,-75.55037578,Moto (Conductor),Casa,0,0
Medellin,Manrique,07:30:00,6.263543451,-75.54526755,Medellin,La Candelaria,07:50:00,6.245269865,-75.56655352,Moto (Conductor),Trabajo,0,201
Medellin,La Candelaria,20:00:00,6.248667322,-75.55453919,Medellin,Manrique,20:30:00,6.26503893,-75.54717223,Moto (Conductor),Casa,110,0
Medellin,Manrique,06:20:00,6.267786172,-75.54839871,Medellin,El Poblado,06:45:00,6.220366587,-75.57186252,Moto (Conductor),Trabajo,0,0
Medellin,El Poblado,17:00:00,6.207052345,-75.55305066,Medellin,Manrique,17:30:00,6.276018545,-75.54685425,Moto (Conductor),Casa,1,0
Medellin,Santa Cruz,13:00:00,6.298338503,-75.55067562,Medellin,Manrique,13:15:00,6.279288691,-75.54665674,Moto (Acompa?±ante),Salud,0,0
Medellin,Popular,15:15:00,6.288656845,-75.5400177,Medellin,Popular,15:18:00,6.295275535,-75.54184312,Moto (Acompa?±ante),Estudio,0,0
Medellin,Popular,05:30:00,6.297042718,-75.54990007,Medellin,Laureles-Estadio,06:00:00,6.254116059,-75.59417278,Moto (Conductor),Recreacion,0,0
Medellin,Laureles-Estadio,06:30:00,6.243368225,-75.59929862,Medellin,Guayabal,07:00:00,6.219115104,-75.58256282,Moto (Conductor),Trabajo,0,0
Medellin,Guayabal,19:30:00,6.231698865,-75.58490438,Medellin,Popular,20:00:00,6.290724161,-75.54097269,Moto (Conductor),Casa,0,0
Medellin,Santa Cruz,08:00:00,6.294748116,-75.55272031,Medellin,Laureles-Estadio,08:30:00,6.248199055,-75.59412366,Moto (Conductor),Trabajo,0,0
Medellin,Popular,12:25:00,6.285878964,-75.54931683,Medellin,El Poblado,13:00:00,6.209437648,-75.57408499,Moto (Conductor),Alguien,0,0
Medellin,El Poblado,13:05:00,6.202308392,-75.57230527,Medellin,Popular,13:40:00,6.301568367,-75.54722575,Moto (Conductor),Casa,0,0
Medellin,Popular,08:00:00,6.298289992,-75.53898282,Medellin,Popular,08:30:00,6.291027076,-75.54440919,Moto (Conductor),Trabajo,0,0
Medellin,Manrique,12:00:00,6.286027185,-75.54036125,Medellin,El Poblado,12:30:00,6.203738571,-75.56990042,Moto (Conductor),Trabajo,0,0
Medellin,El Poblado,21:00:00,6.17828162,-75.5640644,Medellin,Manrique,21:30:00,6.280112858,-75.55048393,Moto (Conductor),Casa,-1,0
Medellin,Santa Cruz,06:00:00,6.304635372,-75.54727784,Medellin,Castilla,06:15:00,6.306031616,-75.56002869,Moto (Conductor),Trabajo,0,0
Medellin,Castilla,08:00:00,6.310446557,-75.56395306,Medellin,Popular,08:20:00,6.291981655,-75.53919079,Moto (Conductor),Trabajo,0,0
Medellin,Popular,10:00:00,6.300367773,-75.54662425,Medellin,Popular,10:15:00,6.291366238,-75.53667657,Moto (Conductor),Trabajo,0,0
Medellin,Popular,11:30:00,6.290316087,-75.5424623,Medellin,El Poblado,11:35:00,6.206951908,-75.57169238,Moto (Conductor),Trabajo,0,0
Medellin,El Poblado,12:40:00,6.195743295,-75.57842802,Medellin,Santa Cruz,13:00:00,6.294398442,-75.55207302,Moto (Conductor),Casa,0,0
Medellin,Popular,06:00:00,6.293423142,-75.54558365,Medellin,Corregimiento Santa Elena,07:30:00,6.201291179,-75.5290963,Moto (Conductor),Trabajo,0,-1
Medellin,Corregimiento Santa Elena,16:00:00,6.259770396,-75.52314745,Medellin,Popular,18:00:00,6.292162534,-75.54452291,Moto (Conductor),Casa,-1,0
Medellin,Aranjuez,15:00:00,6.288076874,-75.56503406,Medellin,Laureles-Estadio,15:30:00,6.266027378,-75.59201659,Moto (Acompa?±ante),Salud,0,0
Medellin,Laureles-Estadio,18:00:00,6.25462104,-75.59126015,Medellin,Aranjuez,18:30:00,6.278715217,-75.56247711,Moto (Acompa?±ante),Casa,0,0
Medellin,Aranjuez,05:00:00,6.27030529,-75.56882112,Medellin,La Candelaria,06:00:00,6.25240068,-75.56654709,Moto (Conductor),Trabajo,0,209
Medellin,La Candelaria,12:30:00,6.238336745,-75.56714044,Medellin,Aranjuez,13:00:00,6.274874505,-75.56985032,Moto (Conductor),Casa,0,0
Medellin,Aranjuez,15:00:00,6.290669949,-75.56262407,Medellin,Laureles-Estadio,15:30:00,6.249545398,-75.58199603,Moto (Conductor),Alguien,0,0
Medellin,Laureles-Estadio,18:00:00,6.256267613,-75.58544589,Medellin,Aranjuez,18:30:00,6.266900965,-75.55999645,Moto (Conductor),Casa,0,223
Medellin,Manrique,06:00:00,6.268092869,-75.54831273,Medellin,Manrique,07:00:00,6.278432992,-75.54357779,Moto (Conductor),Trabajo,0,0
Medellin,Manrique,18:00:00,6.282365351,-75.54048552,Medellin,Manrique,19:00:00,6.274783803,-75.54756472,Moto (Conductor),Casa,0,0
Medellin,Manrique,04:30:00,6.268847319,-75.5343217,Medellin,El Poblado,05:00:00,6.197313961,-75.56576411,Moto (Conductor),Trabajo,0,-1
Medellin,El Poblado,14:00:00,6.184409984,-75.55738148,Medellin,Manrique,14:10:00,6.273262949,-75.54962982,Moto (Conductor),Diligencia,1,0
Medellin,Manrique,14:15:00,6.269723856,-75.54049563,Medellin,Villa Hermosa,14:25:00,6.242426196,-75.54221712,Moto (Conductor),Diligencia,0,6
Medellin,Villa Hermosa,14:30:00,6.237077595,-75.54232261,Medellin,Manrique,14:40:00,6.273393994,-75.53544671,Moto (Conductor),Casa,2,-1
Medellin,Manrique,05:50:00,6.271974431,-75.53678829,Medellin,Buenos Aires,06:00:00,6.231644711,-75.5384965,Moto (Conductor),Trabajo,0,-1
Medellin,Buenos Aires,06:10:00,6.216089086,-75.56168275,Medellin,Villa Hermosa,06:30:00,6.243964354,-75.54882445,Moto (Conductor),Salud,1,-1
Medellin,Popular,06:00:00,6.298017124,-75.54865706,Medellin,Laureles-Estadio,07:00:00,6.263249284,-75.59447209,Moto (Conductor),Trabajo,0,0
Medellin,Laureles-Estadio,17:00:00,6.251247357,-75.58750798,Medellin,Popular,18:00:00,6.295543716,-75.54493922,Moto (Conductor),Casa,0,0
Medellin,Popular,08:30:00,6.289065216,-75.55517673,Medellin,Popular,08:35:00,6.287564963,-75.54135253,Moto (Conductor),Trabajo,0,0
Medellin,Popular,18:55:00,6.301034004,-75.54380233,Medellin,Popular,19:00:00,6.286524574,-75.55076933,Moto (Conductor),Casa,0,0
Medellin,Popular,08:30:00,6.302555089,-75.54565261,Medellin,Popular,08:40:00,6.295325791,-75.54736877,Moto (Conductor),Trabajo,0,0
Medellin,Popular,18:50:00,6.295698419,-75.53677248,Medellin,Popular,19:00:00,6.28825931,-75.55082166,Moto (Conductor),Casa,0,0
Medellin,Aranjuez,15:15:00,6.27398952,-75.55501167,Medellin,Aranjuez,15:30:00,6.280204938,-75.56697973,Moto (Conductor),Diligencia,0,0
Medellin,Aranjuez,16:00:00,6.284620919,-75.56316928,Medellin,Aranjuez,16:10:00,6.268579042,-75.56315118,Moto (Conductor),Casa,0,0
Medellin,Aranjuez,16:10:00,6.275703593,-75.56856044,Medellin,Aranjuez,16:25:00,6.272036472,-75.56628935,Moto (Conductor),Recreacion,0,0
Medellin,Aranjuez,22:00:00,6.283849583,-75.56562388,Medellin,Aranjuez,22:30:00,6.270094187,-75.56090117,Moto (Conductor),Casa,0,0
Medellin,Popular,07:00:00,6.291148576,-75.54001669,Medellin,El Poblado,07:40:00,6.193818995,-75.56911259,Moto (Acompa?±ante),Trabajo,0,-1
