,comuna_o,municipio_o,comuna_d,municipio_d,hora_o,hora_d,modo_tte,motivo_viaje,o_long,o_lat,d_long,d_lat
183,Kennedy,Bogotá,Los Martires,Bogotá,06:00:00,07:00:00,MOTO,Trabajo,-74.16897009,4.639479751,-74.08181551,4.612880403
184,Los Martires,Bogotá,Kennedy,Bogotá,18:00:00,19:10:12,MOTO,Casa,-74.08006657,4.614364775,-74.15238138,4.608448758
185,Bosa,Bogotá,Bosa,Bogotá,06:00:00,07:00:00,MOTO,Trabajo,-74.18754679,4.629421761,-74.18087342,4.621753332
186,Bosa,Bogotá,Bosa,Bogotá,19:00:00,20:00:00,MOTO,Casa,-74.20203646,4.634149518,-74.19832029,4.600476167
187,Kennedy,Bogotá,Engativa,Bogotá,08:00:00,08:49:48,MOTO,Trabajo,-74.16163589,4.625877703,-74.11500823,4.724074537
188,Engativa,Bogotá,Kennedy,Bogotá,09:10:12,10:00:00,MOTO,Casa,-74.15604339,4.719935223,-74.1601276,4.630644208
189,Kennedy,Bogotá,Puente Aranda,Bogotá,13:04:12,14:00:00,MOTO,Trabajo,-74.16080564,4.653980246,-74.098566,4.607796849
190,Puente Aranda,Bogotá,Kennedy,Bogotá,23:15:00,23:43:48,MOTO,Casa,-74.10511511,4.602604029,-74.16219707,4.653108391
191,Fontibon,Bogotá,Usaquen,Bogotá,05:00:00,06:00:00,MOTO,Trabajo,-74.12640699,4.684801538,-74.02325243,4.711619042
192,Usaquen,Bogotá,Fontibon,Bogotá,14:00:00,15:30:00,MOTO,Casa,-74.0248592,4.817268724,-74.13280266,4.665184854
193,Los Martires,Bogotá,Kennedy,Bogotá,05:16:48,06:22:48,MOTO,Trabajo,-74.07935711,4.623543311,-74.16964819,4.633847352
194,Kennedy,Bogotá,Los Martires,Bogotá,15:13:48,16:19:48,MOTO,Casa,-74.17682793,4.648571247,-74.08747849,4.608207202
195,Fontibon,Bogotá,Engativa,Bogotá,07:00:00,08:00:00,MOTO,Trabajo,-74.13975786,4.688308058,-74.14855409,4.723151006
196,Engativa,Bogotá,Fontibon,Bogotá,15:19:48,16:19:48,MOTO,Casa,-74.12269043,4.724210922,-74.14263819,4.705296069
197,Teusaquillo,Bogotá,Usaquen,Bogotá,07:00:00,07:49:48,MOTO,Trabajo,-74.10177142,4.640526259,-74.02448079,4.700408864
198,Usaquen,Bogotá,Teusaquillo,Bogotá,22:55:12,23:45:00,MOTO,Casa,-74.04123774,4.702756013,-74.07443847,4.630168329
199,Bosa,Bogotá,Kennedy,Bogotá,07:00:00,07:15:00,MOTO,Trabajo,-74.21089718,4.632196769,-74.1639115,4.643286155
200,Kennedy,Bogotá,Bosa,Bogotá,20:01:12,21:00:00,MOTO,Casa,-74.14833956,4.605047826,-74.20550622,4.619575831
201,Suba,Bogotá,Suba,Bogotá,08:00:00,08:30:00,MOTO,Trabajo,-74.07858888,4.750305078,-74.0541878,4.75153592
202,Usme,Bogotá,Engativa,Bogotá,07:01:48,08:34:12,MOTO,Trabajo,-74.19621576,4.358220561,-74.10148713,4.698948358
203,Engativa,Bogotá,Usme,Bogotá,19:13:48,20:46:12,MOTO,Casa,-74.11029533,4.685262567,-74.19391744,4.335396371
204,Usme,Bogotá,Teusaquillo,Bogotá,06:46:48,07:51:00,MOTO,Alguien,-74.17756621,4.352267132,-74.08902649,4.631743021
205,Usme,Bogotá,Usme,Bogotá,06:16:48,06:58:48,MOTO,Estudio,-74.16732038,4.350704814,-74.19376792,4.379625192
206,San Cristóbal,Bogotá,San Cristóbal,Bogotá,09:30:00,10:19:48,MOTO,Recreacion,-74.10053157,4.551054323,-74.07960027,4.581888687
207,San Cristóbal,Bogotá,San Cristóbal,Bogotá,10:40:12,11:30:00,MOTO,Casa,-74.04986994,4.573831246,-74.05534187,4.525986397
208,Rafael Uribe Uribe,Bogotá,Usme,Bogotá,18:07:48,19:06:00,MOTO,Casa,-74.11925729,4.555953297,-74.1589019,4.284931888
209,Santa Fe,Bogotá,Santa Fe,Bogotá,12:00:00,12:15:00,MOTO,Trabajo,-74.00868075,4.587656616,-74.06341626,4.614830486
210,Santa Fe,Bogotá,Santa Fe,Bogotá,13:30:00,13:45:00,MOTO,Casa,-74.07250682,4.579819596,-74.06626664,4.594190913
211,Suba,Bogotá,Fontibon,Bogotá,05:30:00,05:33:00,MOTO,Trabajo,-74.08279482,4.773121652,-74.16754954,4.687708925
212,Fontibon,Bogotá,Suba,Bogotá,12:00:00,12:03:00,MOTO,Casa,-74.13365895,4.659598753,-74.07190542,4.762824087
213,Suba,Bogotá,Puente Aranda,Bogotá,06:00:00,07:00:00,MOTO,Trabajo,-74.08936934,4.745516759,-74.12267509,4.606006793
214,Puente Aranda,Bogotá,Suba,Bogotá,16:00:00,17:00:00,MOTO,Casa,-74.09829093,4.613026982,-74.10361674,4.728802029
215,Fontibon,Bogotá,Chapinero,Bogotá,06:00:00,07:00:00,MOTO,Estudio,-74.1320978,4.668340725,-74.04636073,4.637422586
216,Usme,Bogotá,Fontibon,Bogotá,02:00:00,03:00:00,MOTO,Trabajo,-74.13650732,4.377384608,-74.12718003,4.695832252
217,Fontibon,Bogotá,Usme,Bogotá,12:00:00,13:00:00,MOTO,Casa,-74.15614408,4.689821518,-74.16203272,4.355259087
218,Puente Aranda,Bogotá,Puente Aranda,Bogotá,12:00:00,12:10:12,MOTO,Trabajo,-74.11895603,4.631289163,-74.12747205,4.612089369
219,Puente Aranda,Bogotá,Puente Aranda,Bogotá,12:40:12,12:49:48,MOTO,Casa,-74.12423502,4.599246888,-74.1134982,4.600889903
220,Rafael Uribe Uribe,Bogotá,Candelaria,Bogotá,11:00:00,12:00:00,MOTO,Trabajo,-74.11809485,4.561612838,-74.07399763,4.593588268
221,Candelaria,Bogotá,Rafael Uribe Uribe,Bogotá,18:07:48,19:07:48,MOTO,Casa,-74.07693407,4.600604681,-74.10423898,4.578177857
222,Suba,Bogotá,Suba,Bogotá,06:00:00,06:40:12,MOTO,Trabajo,-74.08366652,4.75239815,-74.05990831,4.796240496
223,Suba,Bogotá,Suba,Bogotá,15:49:48,16:30:00,MOTO,Casa,-74.09821956,4.779363226,-74.08015369,4.789172294
224,Chapinero,Bogotá,Chapinero,Bogotá,04:49:48,06:00:00,MOTO,Trabajo,-74.03040453,4.655900601,-74.05096099,4.626357062
225,Chapinero,Bogotá,Chapinero,Bogotá,15:25:12,16:30:00,MOTO,Casa,-74.03316265,4.644612612,-74.02446171,4.616566632
226,Ciudad Bolivar,Bogotá,Fontibon,Bogotá,07:49:48,09:00:00,MOTO,Trabajo,-74.14253495,4.5128606,-74.14841621,4.664568023
227,Fontibon,Bogotá,Ciudad Bolivar,Bogotá,18:49:48,20:00:00,MOTO,Casa,-74.13706526,4.702729916,-74.18945573,4.436260635
228,Kennedy,Bogotá,Fontibon,Bogotá,07:00:00,07:22:48,MOTO,Trabajo,-74.14343084,4.605312521,-74.14247132,4.69518716
229,Fontibon,Bogotá,Kennedy,Bogotá,21:37:12,22:00:00,MOTO,Casa,-74.12590191,4.675456778,-74.1348613,4.612051557
230,Ciudad Bolivar,Bogotá,Teusaquillo,Bogotá,06:30:00,07:39:00,MOTO,Trabajo,-74.18247749,4.437686748,-74.0771857,4.637732547
231,Teusaquillo,Bogotá,Ciudad Bolivar,Bogotá,16:48:00,17:57:00,MOTO,Casa,-74.08024443,4.62923056,-74.18852845,4.444892649
232,Kennedy,Bogotá,Ciudad Bolivar,Bogotá,09:10:12,10:19:48,MOTO,Trabajo,-74.14970844,4.62232963,-74.15641655,4.438475021
233,Ciudad Bolivar,Bogotá,Kennedy,Bogotá,15:00:00,16:10:12,MOTO,Casa,-74.18383983,4.431988373,-74.14398188,4.644793814
234,San Cristóbal,Bogotá,Rafael Uribe Uribe,Bogotá,05:40:12,05:55:12,MOTO,Alguien,-74.05453946,4.540244883,-74.10329177,4.571997929
235,Rafael Uribe Uribe,Bogotá,San Cristóbal,Bogotá,06:00:00,06:15:00,MOTO,Casa,-74.1255142,4.565581277,-74.07130043,4.51923416
236,San Cristóbal,Bogotá,Rafael Uribe Uribe,Bogotá,11:30:00,12:30:00,MOTO,Alguien,-74.04163762,4.53953728,-74.11960925,4.583479349
237,Rafael Uribe Uribe,Bogotá,San Cristóbal,Bogotá,12:30:00,13:30:00,MOTO,Casa,-74.11129824,4.573050618,-74.06706499,4.552337559
238,Usaquen,Bogotá,Suba,Bogotá,08:09:00,08:40:12,MOTO,Diligencia,-74.02853985,4.773029562,-74.07861798,4.694821356
239,Suba,Bogotá,Usaquen,Bogotá,08:45:00,09:33:00,MOTO,Casa,-74.07798696,4.80599016,-74.04531713,4.754102554
240,Fontibon,Bogotá,Los Martires,Bogotá,06:30:00,06:43:48,MOTO,Trabajo,-74.17334185,4.676649706,-74.07535756,4.612812487
241,Los Martires,Bogotá,Fontibon,Bogotá,15:25:48,16:27:00,MOTO,Casa,-74.08724231,4.619067419,-74.12803542,4.693810519
242,Kennedy,Bogotá,Chapinero,Bogotá,06:00:00,07:00:00,MOTO,Trabajo,-74.13577959,4.609833947,-74.04923822,4.667921477
243,Chapinero,Bogotá,Kennedy,Bogotá,17:30:00,19:15:00,MOTO,Casa,-74.03846444,4.646408789,-74.17516565,4.647580812
244,Tunjuelito,Bogotá,Teusaquillo,Bogotá,06:00:00,06:34:48,MOTO,Trabajo,-74.13173241,4.591486768,-74.09074838,4.662369728
245,Teusaquillo,Bogotá,Tunjuelito,Bogotá,17:19:48,18:00:00,MOTO,Casa,-74.07633248,4.625387217,-74.14149002,4.594500345
246,Kennedy,Bogotá,Chapinero,Bogotá,06:00:00,07:00:00,MOTO,Trabajo,-74.13059228,4.60671896,-74.03237311,4.624985136
247,Chapinero,Bogotá,Kennedy,Bogotá,22:00:00,23:00:00,MOTO,Casa,-74.04312068,4.637035333,-74.13968698,4.596615271
248,Kennedy,Bogotá,Puente Aranda,Bogotá,05:00:00,05:30:00,MOTO,Trabajo,-74.16854634,4.635978414,-74.10070952,4.624206783
249,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,07:30:00,08:00:00,MOTO,Trabajo,-74.13202042,4.534699899,-74.13786665,4.490592494
250,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,12:43:48,13:00:00,MOTO,Casa,-74.15154365,4.389088583,-74.15045198,4.388200161
251,Ciudad Bolivar,Bogotá,Los Martires,Bogotá,17:12:00,17:30:00,MOTO,Estudio,-74.16713183,4.476277502,-74.09107729,4.61175124
252,Los Martires,Bogotá,Ciudad Bolivar,Bogotá,21:04:48,22:00:00,MOTO,Casa,-74.0834563,4.622466011,-74.13691826,4.490856863
253,Usme,Bogotá,Tunjuelito,Bogotá,05:30:00,06:30:00,MOTO,Trabajo,-74.17740293,4.318980213,-74.14096819,4.576821612
254,Tunjuelito,Bogotá,Usme,Bogotá,17:30:00,19:00:00,MOTO,Casa,-74.13614971,4.579676273,-74.11172223,4.459710504
255,Usaquen,Bogotá,Engativa,Bogotá,08:16:12,09:49:12,MOTO,Trabajo,-74.00864322,4.666051426,-74.10495256,4.683389148
256,Engativa,Bogotá,Usaquen,Bogotá,20:15:00,21:00:00,MOTO,Casa,-74.09398164,4.711609621,-74.04383183,4.707423478
257,Kennedy,Bogotá,Kennedy,Bogotá,12:00:00,12:10:12,MOTO,Trabajo,-74.14980538,4.656266978,-74.17805096,4.618698403
258,Kennedy,Bogotá,Kennedy,Bogotá,17:40:12,17:45:00,MOTO,Casa,-74.17690942,4.607434195,-74.14087567,4.634215236
259,Kennedy,Bogotá,Puente Aranda,Bogotá,06:30:00,07:00:00,MOTO,Trabajo,-74.18301808,4.618652219,-74.10081234,4.606071099
260,Puente Aranda,Bogotá,Kennedy,Bogotá,21:30:00,22:00:00,MOTO,Casa,-74.09798081,4.629494071,-74.12494975,4.629950112
261,Ciudad Bolivar,Bogotá,Kennedy,Bogotá,07:30:00,07:49:48,MOTO,Trabajo,-74.17594717,4.407543224,-74.14315448,4.6408317
262,Kennedy,Bogotá,Ciudad Bolivar,Bogotá,18:00:00,19:19:48,MOTO,Casa,-74.17694259,4.63561227,-74.14463618,4.419077148
263,Chapinero,Bogotá,Los Martires,Bogotá,14:00:00,15:48:00,MOTO,Diligencia,-74.03008537,4.639210707,-74.07468108,4.615386394
264,Los Martires,Bogotá,Chapinero,Bogotá,16:00:00,19:13:48,MOTO,Casa,-74.08445738,4.600782261,-74.05365485,4.685020159
265,San Cristóbal,Bogotá,Los Martires,Bogotá,08:30:00,08:49:48,MOTO,Trabajo,-74.06258796,4.554700033,-74.09680026,4.607411866
266,Los Martires,Bogotá,San Cristóbal,Bogotá,13:10:12,13:30:00,MOTO,Casa,-74.08320078,4.613129583,-74.06125394,4.53621024
267,Usme,Bogotá,Usme,Bogotá,08:06:00,08:40:12,MOTO,Diligencia,-74.10076122,4.477435611,-74.12245705,4.526481034
268,Usme,Bogotá,Usme,Bogotá,13:16:12,13:49:48,MOTO,Casa,-74.13587418,4.309746326,-74.17045207,4.377715818
269,Suba,Bogotá,Chapinero,Bogotá,10:30:00,11:00:00,MOTO,Trabajo,-74.10795027,4.782395451,-74.06376661,4.630304435
270,Chapinero,Bogotá,Suba,Bogotá,19:15:00,19:45:00,MOTO,Casa,-74.02789587,4.641300594,-74.08268011,4.707931236
271,Kennedy,Bogotá,Puente Aranda,Bogotá,06:00:00,06:34:48,MOTO,Trabajo,-74.12821519,4.631717472,-74.11801881,4.607816644
272,Puente Aranda,Bogotá,Kennedy,Bogotá,17:00:00,17:40:12,MOTO,Casa,-74.1079452,4.618907062,-74.14227197,4.606061811
273,Kennedy,Bogotá,Tunjuelito,Bogotá,08:30:00,09:30:00,MOTO,Trabajo,-74.17971048,4.63438535,-74.1244339,4.549116371
274,Tunjuelito,Bogotá,Kennedy,Bogotá,10:00:00,11:00:00,MOTO,Casa,-74.13279871,4.575052851,-74.15202252,4.595713963
275,Kennedy,Bogotá,Usaquen,Bogotá,17:00:00,18:30:00,MOTO,Trabajo,-74.14195611,4.639041271,-74.03360061,4.721031766
276,Usaquen,Bogotá,Kennedy,Bogotá,19:30:00,21:00:00,MOTO,Casa,-74.0155716,4.745489191,-74.15451173,4.62359948
277,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,06:00:00,07:49:48,MOTO,Trabajo,-74.18963756,4.436583528,-74.19727317,4.413445787
278,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,16:40:12,18:30:00,MOTO,Casa,-74.13114477,4.475698896,-74.12474008,4.530773336
279,Ciudad Bolivar,Bogotá,Engativa,Bogotá,04:52:48,06:30:00,MOTO,Trabajo,-74.16229518,4.399660868,-74.12482467,4.724267998
280,Engativa,Bogotá,Ciudad Bolivar,Bogotá,16:13:12,17:49:48,MOTO,Casa,-74.08119418,4.687526542,-74.14475831,4.403119359
281,Engativa,Bogotá,San Cristóbal,Bogotá,14:45:00,15:15:00,MOTO,Casa,-74.10263023,4.696577972,-74.05735386,4.513374266
282,San Cristóbal,Bogotá,San Cristóbal,Bogotá,06:30:00,07:19:48,MOTO,Trabajo,-74.04699397,4.550190897,-74.08596091,4.530085076
283,San Cristóbal,Bogotá,San Cristóbal,Bogotá,19:15:00,20:30:00,MOTO,Casa,-74.07611442,4.554441795,-74.0866998,4.557931334
284,San Cristóbal,Bogotá,Chapinero,Bogotá,06:40:12,08:00:00,MOTO,Trabajo,-74.05331634,4.571812615,-74.0497034,4.66948207
285,Chapinero,Bogotá,San Cristóbal,Bogotá,19:00:00,20:15:00,MOTO,Casa,-74.03715428,4.662705022,-74.05902812,4.531805885
286,San Cristóbal,Bogotá,Candelaria,Bogotá,06:01:48,06:40:12,MOTO,Trabajo,-74.08033039,4.56781517,-74.07213851,4.599993401
287,Usaquen,Bogotá,Barrios Unidos,Bogotá,07:10:12,07:45:00,MOTO,Trabajo,-74.01222147,4.812258944,-74.08781775,4.659945568
288,Barrios Unidos,Bogotá,Barrios Unidos,Bogotá,07:46:48,08:22:12,MOTO,Diligencia,-74.07521068,4.678241068,-74.06828082,4.676099705
289,Fontibon,Bogotá,Usaquen,Bogotá,06:04:48,08:07:12,MOTO,Trabajo,-74.13151216,4.649253285,-74.02690341,4.821178743
290,Usaquen,Bogotá,Fontibon,Bogotá,18:00:00,20:10:12,MOTO,Casa,-74.02908994,4.766641999,-74.16671134,4.695343332
291,Ciudad Bolivar,Bogotá,Teusaquillo,Bogotá,05:00:00,06:00:00,MOTO,Trabajo,-74.14997884,4.468928168,-74.09457386,4.658688713
292,Teusaquillo,Bogotá,Ciudad Bolivar,Bogotá,20:00:00,21:00:00,MOTO,Casa,-74.10241285,4.645078055,-74.14289482,4.565175181
293,Rafael Uribe Uribe,Bogotá,Los Martires,Bogotá,07:00:00,07:19:48,MOTO,Trabajo,-74.11207076,4.55984719,-74.08986555,4.596109934
294,Los Martires,Bogotá,Rafael Uribe Uribe,Bogotá,18:00:00,18:25:12,MOTO,Casa,-74.08493309,4.60772748,-74.10542639,4.581619624
295,Teusaquillo,Bogotá,Teusaquillo,Bogotá,07:00:00,10:00:00,MOTO,Diligencia,-74.07974492,4.640007643,-74.10451297,4.645552538
296,Teusaquillo,Bogotá,Teusaquillo,Bogotá,07:00:00,09:00:00,MOTO,Diligencia,-74.09890617,4.655037366,-74.08509114,4.645389184
297,Kennedy,Bogotá,Barrios Unidos,Bogotá,06:00:00,07:30:00,MOTO,Trabajo,-74.1666913,4.638172777,-74.06995973,4.668484238
298,Barrios Unidos,Bogotá,Tunjuelito,Bogotá,17:00:00,18:30:00,MOTO,Diligencia,-74.07211046,4.65584581,-74.13326184,4.576350708
299,Tunjuelito,Bogotá,Kennedy,Bogotá,18:30:00,19:10:12,MOTO,Casa,-74.13298855,4.58777141,-74.16461574,4.647073779
300,Tunjuelito,Bogotá,Kennedy,Bogotá,18:30:00,19:00:00,MOTO,Casa,-74.12794966,4.549854634,-74.15397293,4.663727564
301,Ciudad Bolivar,Bogotá,Antonio Nariño,Bogotá,08:00:00,09:00:00,MOTO,Recreacion,-74.1686707,4.417209187,-74.10726558,4.594099524
302,Antonio Nariño,Bogotá,Ciudad Bolivar,Bogotá,09:49:48,10:49:48,MOTO,Casa,-74.09177093,4.590589051,-74.13668834,4.473448401
303,Bosa,Bogotá,Chapinero,Bogotá,06:00:00,07:15:00,MOTO,Trabajo,-74.17515547,4.602916902,-74.04726431,4.648906105
304,Chapinero,Bogotá,Bosa,Bogotá,18:15:00,19:30:00,MOTO,Casa,-73.99372349,4.620767944,-74.19774438,4.610923387
305,Bosa,Bogotá,Teusaquillo,Bogotá,06:00:00,07:00:00,MOTO,Trabajo,-74.21829067,4.62789835,-74.07024137,4.624838596
306,Teusaquillo,Bogotá,Bosa,Bogotá,17:00:00,18:00:00,MOTO,Casa,-74.07025705,4.62793979,-74.18810792,4.612878554
307,Antonio Nariño,Bogotá,Kennedy,Bogotá,11:00:00,14:00:00,MOTO,Recreacion,-74.09439402,4.585528359,-74.15546121,4.615935471
308,Kennedy,Bogotá,Antonio Nariño,Bogotá,14:15:00,15:15:00,MOTO,Casa,-74.14207064,4.639030276,-74.10120073,4.588440986
309,Ciudad Bolivar,Bogotá,Usaquen,Bogotá,05:30:00,07:00:00,MOTO,Trabajo,-74.15377711,4.485188085,-74.03793924,4.763578808
310,Usaquen,Bogotá,Ciudad Bolivar,Bogotá,17:00:00,19:30:00,MOTO,Casa,-74.03185333,4.822995773,-74.14980223,4.552816782
311,Ciudad Bolivar,Bogotá,Los Martires,Bogotá,20:00:00,20:45:00,MOTO,Trabajo,-74.17662947,4.537975474,-74.07830085,4.607837645
312,Tunjuelito,Bogotá,Kennedy,Bogotá,09:01:48,09:40:12,MOTO,Recreacion,-74.14170127,4.592854276,-74.15031916,4.600668645
313,Kennedy,Bogotá,Tunjuelito,Bogotá,11:28:12,12:06:00,MOTO,Casa,-74.14562327,4.651758472,-74.14131683,4.580253461
314,Rafael Uribe Uribe,Bogotá,Bosa,Bogotá,04:40:12,08:00:00,MOTO,Trabajo,-74.10629977,4.581486864,-74.21191034,4.624481206
315,Bosa,Bogotá,Rafael Uribe Uribe,Bogotá,15:00:00,16:00:00,MOTO,Casa,-74.20746404,4.609858232,-74.11367693,4.542265336
316,Bosa,Bogotá,Kennedy,Bogotá,08:40:12,08:54:00,MOTO,Salud,-74.20125767,4.633641158,-74.14867842,4.617132056
317,Kennedy,Bogotá,Bosa,Bogotá,09:46:12,10:00:00,MOTO,Casa,-74.12537129,4.625761648,-74.1929988,4.620021942
318,Rafael Uribe Uribe,Bogotá,Chapinero,Bogotá,08:21:00,08:40:48,MOTO,Trabajo,-74.11238794,4.572394126,-73.99649431,4.627406062
319,Chapinero,Bogotá,Rafael Uribe Uribe,Bogotá,18:30:00,18:57:00,MOTO,Casa,-74.00041651,4.623947866,-74.11749488,4.577340185
320,Suba,Bogotá,Suba,Bogotá,10:00:00,10:19:48,MOTO,Trabajo,-74.10121094,4.753303336,-74.08449289,4.708190028
321,Suba,Bogotá,Suba,Bogotá,17:00:00,17:15:00,MOTO,Casa,-74.12478388,4.741977774,-74.04849995,4.804859939
322,Suba,Bogotá,Chapinero,Bogotá,18:15:00,19:00:00,MOTO,Estudio,-74.07843308,4.716938373,-74.04704934,4.677232823
323,Chapinero,Bogotá,Suba,Bogotá,20:10:12,21:30:00,MOTO,Casa,-74.02593985,4.666107442,-74.10629447,4.791827656
324,Usme,Bogotá,Antonio Nariño,Bogotá,07:45:00,09:00:00,MOTO,Trabajo,-74.19344396,4.346454235,-74.10162103,4.591317222
325,Antonio Nariño,Bogotá,Usme,Bogotá,17:45:00,19:00:00,MOTO,Casa,-74.09477868,4.591462617,-74.10558402,4.500433993
326,Santa Fe,Bogotá,Bosa,Bogotá,10:00:00,11:00:00,MOTO,Estudio,-74.04823636,4.587897493,-74.18687383,4.623100212
327,Bosa,Bogotá,Santa Fe,Bogotá,15:00:00,16:30:00,MOTO,Casa,-74.2026229,4.628716792,-74.04476265,4.583104803
328,Puente Aranda,Bogotá,Chapinero,Bogotá,07:30:00,08:30:00,MOTO,Trabajo,-74.11162707,4.608099576,-74.05724279,4.634359283
329,Chapinero,Bogotá,Puente Aranda,Bogotá,16:00:00,17:00:00,MOTO,Casa,-74.02557927,4.666112158,-74.12925795,4.605695058
330,Fontibon,Bogotá,Engativa,Bogotá,10:00:00,10:30:00,MOTO,Casa,-74.14571473,4.665868319,-74.14081279,4.723960119
331,Engativa,Bogotá,Kennedy,Bogotá,11:00:00,12:30:00,MOTO,Trabajo,-74.13061633,4.710175027,-74.13278536,4.641907593
332,Teusaquillo,Bogotá,Puente Aranda,Bogotá,04:30:00,05:00:00,MOTO,Trabajo,-74.06951066,4.634328138,-74.12301629,4.606414214
333,Puente Aranda,Bogotá,Teusaquillo,Bogotá,13:10:12,13:40:12,MOTO,Casa,-74.11506436,4.628382479,-74.07907894,4.644453375
334,Teusaquillo,Bogotá,Chapinero,Bogotá,06:15:00,07:25:12,MOTO,Estudio,-74.07186517,4.631905953,-74.03370042,4.670387528
335,Chapinero,Bogotá,Teusaquillo,Bogotá,13:30:00,14:30:00,MOTO,Casa,-74.03758066,4.623530474,-74.0982034,4.647340275
336,Suba,Bogotá,Santa Fe,Bogotá,07:30:00,08:15:00,MOTO,Trabajo,-74.07818048,4.82576814,-74.05367845,4.582241124
337,Santa Fe,Bogotá,Suba,Bogotá,13:00:00,13:45:00,MOTO,Casa,-74.04877007,4.606145147,-74.08079858,4.797072086
338,Ciudad Bolivar,Bogotá,Usaquen,Bogotá,04:30:00,06:00:00,MOTO,Trabajo,-74.13207273,4.544643397,-74.02613136,4.687880352
339,Usaquen,Bogotá,Ciudad Bolivar,Bogotá,14:15:00,16:15:00,MOTO,Casa,-74.02920368,4.703960442,-74.13879838,4.524712097
340,Puente Aranda,Bogotá,Kennedy,Bogotá,04:30:00,05:10:12,MOTO,Trabajo,-74.11534027,4.632413532,-74.17224243,4.620150852
341,Kennedy,Bogotá,Puente Aranda,Bogotá,14:19:48,15:00:00,MOTO,Casa,-74.17677843,4.643164378,-74.09729418,4.622838967
342,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,04:00:00,04:10:12,MOTO,Trabajo,-74.13735863,4.560279867,-74.18391158,4.391378197
343,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,13:49:48,14:00:00,MOTO,Casa,-74.15791888,4.45520458,-74.15552009,4.552133539
344,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,16:00:00,16:10:12,MOTO,Trabajo,-74.15618236,4.415538077,-74.1929256,4.397868927
345,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,01:49:48,02:00:00,MOTO,Casa,-74.14148333,4.498612331,-74.16337877,4.426533789
346,Kennedy,Bogotá,Los Martires,Bogotá,12:00:00,12:34:48,MOTO,Trabajo,-74.14712381,4.64858574,-74.09494108,4.603192205
347,Los Martires,Bogotá,Kennedy,Bogotá,19:30:00,20:00:00,MOTO,Casa,-74.0813146,4.617924313,-74.18031186,4.650834124
348,Kennedy,Bogotá,Bosa,Bogotá,10:49:48,11:00:00,MOTO,Trabajo,-74.14718642,4.657531883,-74.21906339,4.625355141
349,Bosa,Bogotá,Kennedy,Bogotá,21:00:00,21:30:00,MOTO,Casa,-74.20018392,4.628281071,-74.17258426,4.612956016
350,Fontibon,Bogotá,Engativa,Bogotá,05:00:00,06:00:00,MOTO,Trabajo,-74.12461829,4.661527328,-74.10337364,4.695044543
351,Ciudad Bolivar,Bogotá,Chapinero,Bogotá,10:30:00,11:40:12,MOTO,Estudio,-74.14078541,4.470623346,-74.0380224,4.663305444
352,Chapinero,Bogotá,Ciudad Bolivar,Bogotá,19:49:48,21:00:00,MOTO,Casa,-74.03350622,4.631228938,-74.15348312,4.555793196
353,Usaquen,Bogotá,Usaquen,Bogotá,06:40:12,07:00:00,MOTO,Trabajo,-74.02878405,4.707530285,-74.02115431,4.737400172
354,Usaquen,Bogotá,Usaquen,Bogotá,16:00:00,16:30:00,MOTO,Casa,-74.02951799,4.807463165,-74.03582699,4.766696553
355,Engativa,Bogotá,Kennedy,Bogotá,06:45:00,07:34:48,MOTO,Trabajo,-74.09808677,4.661530739,-74.16999975,4.617853251
356,Kennedy,Bogotá,Engativa,Bogotá,17:01:12,18:04:12,MOTO,Casa,-74.15645158,4.614803195,-74.09178288,4.681270511
357,Ciudad Bolivar,Bogotá,Fontibon,Bogotá,05:30:00,06:30:00,MOTO,Trabajo,-74.15653932,4.465890927,-74.14004034,4.703769438
358,Fontibon,Bogotá,Ciudad Bolivar,Bogotá,16:30:00,17:30:00,MOTO,Casa,-74.1500481,4.712264693,-74.16884244,4.444991161
359,San Cristóbal,Bogotá,Usme,Bogotá,10:10:12,10:40:12,MOTO,Casa,-74.05611198,4.523580037,-74.14133093,4.414997468
360,Teusaquillo,Bogotá,Rafael Uribe Uribe,Bogotá,10:00:00,10:30:00,MOTO,Trabajo,-74.08200883,4.639393123,-74.11058742,4.580272021
361,Rafael Uribe Uribe,Bogotá,Teusaquillo,Bogotá,17:45:00,18:15:00,MOTO,Casa,-74.1205859,4.565567042,-74.07848161,4.65068991
362,Ciudad Bolivar,Bogotá,Barrios Unidos,Bogotá,06:00:00,07:30:00,MOTO,Trabajo,-74.16546312,4.401001558,-74.06134888,4.674896598
363,Barrios Unidos,Bogotá,Ciudad Bolivar,Bogotá,17:40:12,19:10:12,MOTO,Casa,-74.06479504,4.649895913,-74.15345355,4.558253333
364,Kennedy,Bogotá,Engativa,Bogotá,06:30:00,07:40:12,MOTO,Trabajo,-74.16614192,4.607566424,-74.11093157,4.669685837
365,Engativa,Bogotá,Kennedy,Bogotá,17:30:00,19:30:00,MOTO,Casa,-74.0996289,4.696551691,-74.14416678,4.606681523
